id,code,name
502,BBI,"Bhubaneswar, India: Bhubaneswar Airport"
503,BBO,"Berbera, Somalia: Berbera International"
504,BBQ,"Barbuda, Antigua and Barbuda: Cocoa Point"
505,BBR,"Basse Terre, Guadeloupe: Baillif"
506,BBS,"Blackbushe, United Kingdom: Blackbushe Airport"
507,BBT,"Berberati, Central African Republic: Berberati Airport"
508,BBU,"Bucharest, Romania: Aurel Vlaicu"
509,BBW,"Broken Bow, NE: Broken Bow Municipal Kieth Glaze Field"
510,BBX,"Blue Bell, PA: Wings Field"
511,BBY,"Bambari, Central African Republic: Bambari Airport"
512,BBZ,"Zambezi, Zambia: Zambezi Airport"
513,BCA,"Baracoa, Cuba: Gustavo Rizo"
514,BCB,"Blacksburg, VA: Virginia Tech/Montgomery Executive"
515,BCC,"Bear Creek, AK: Bear Creek Airport"
516,BCD,"Bacolod, Philippines: Bacolod Airport"
517,BCE,"Bryce Canyon, UT: Bryce Canyon Airport"
518,BCH,"Baucau, Timor-Leste: Cakung"
519,BCI,"Barcaldine, Australia: Barcaldine Airport"
520,BCJ,"Crestone, CO: Baca Grande"
521,BCL,"Barra del Colorado, Costa Rica: Barra del Colorado Airport"
522,BCM,"Bacau, Romania: Bacau Airport"
523,BCN,"Barcelona, Spain: Barcelona-El Prat"
524,BCS,"Belle Chasse, LA: Southern Seaplane"
525,BCT,"Boca Raton, FL: Boca Raton Public"
526,BCY,"Bulchi, Ethiopia: Bulchi Airport"
527,BDA,"Hamilton, Bermuda: L. F. Wade International"
528,BDB,"Bundaberg, Australia: Bundaberg Airport"
529,BDE,"Baudette, MN: Baudette International"
530,BDG,"Blanding, UT: Blanding Municipal"
531,BDH,"Bandar Lengeh, Iran: Bandar Lengeh Airport"
532,BDI,"Bird Island, Seychelles: Bird Island Airport"
533,BDJ,"Bandjarmasin, Indonesia: Syamsudin Noor"
534,BDK,"Bondoukou, Cote d''Ivoire: Bondoukou/Soko"
535,BDL,"Hartford, CT: Bradley International"
536,BDM,"Bandirma, Turkey: Bandirma Airport"
537,BDN,"Badin, Pakistan: Talhar"
538,BDO,"Bandung, Indonesia: Husein Sastranegara"
539,BDP,"Bhadrapur/Chandragadhi, Nepal: Chandragadhi"
540,BDQ,"Vadodara, India: Vadodara Airport"
541,BDR,"Bridgeport, CT: Igor I Sikorsky Memorial"
542,BDS,"Brindisi, Italy: Casale"
543,BDU,"Bardufoss, Norway: Bardufoss Airport"
544,BDY,"Bandon, OR: Bandon State"
545,BEB,"Benbecula, United Kingdom: Benbecula Airport"
546,BEC,"Wichita, KS: Beech Factory"
547,BED,"Bedford, MA: Laurence G Hanscom Field"
548,BEF,"Bluefields, Nicaragua: Bluefields Airport"
549,BEG,"Belgrade, Serbia: Beograd"
550,BEH,"Benton Harbor/St. Joseph, MI: Southwest Michigan Regional"
551,BEI,"Beica, Ethiopia: Beica Airport"
552,BEL,"Belem, Brazil: Val de Cans International"
553,BEN,"Benghazi, Libya: Benina International"
554,BEO,"Newcastle, Australia: Aeropelican"
555,BER,"Berlin, Germany: Berlin Metropolitan Area"
556,BES,"Brest, France: Brest Bretagne"
557,BET,"Bethel, AK: Bethel Airport"
558,BEU,"Bedourie, Australia: Bedourie North"
559,BEV,"Beersheba, Israel: Teyman"
560,BEW,"Beira, Mozambique: Beira Airport"
561,BEY,"Beirut, Lebanon: Rafic Hariri International"
562,BFB,"Blue Fox Bay, AK: Blue Fox Bay Airport"
563,BFD,"Bradford, PA: Bradford Regional"
564,BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field"
565,BFI,"Seattle, WA: Boeing Field/King County International"
566,BFK,"Aurora, CO: Buckley AFB"
567,BFL,"Bakersfield, CA: Meadows Field"
568,BFM,"Mobile, AL: Mobile Downtown"
569,BFN,"Bloemfontein, South Africa: Bram Fischer International"
570,BFO,"Buffalo Range, Zimbabwe: Buffalo Range Airport"
571,BFP,"Beaver Falls, PA: Beaver County"
572,BFQ,"Bahia de Pinas, Panama: Bahia de Pinas Airport"
573,BFR,"Bedford, IN: Virgil I Grissom Municipal"
574,BFS,"Belfast, United Kingdom: Belfast Aldergrove"
575,BFT,"Beaufort, SC: Beaufort County"
576,BGA,"Bucaramanga, Colombia: Palonegro"
577,BGB,"Booue, Gabon: Booue Airport"
578,BGD,"Borger, TX: Hutchinson County"
579,BGE,"Bainbridge, GA: Decatur County Industrial Air Park"
580,BGF,"Bangui, Central African Republic: Bangui-M''Poko"
581,BGH,"Bogue, Mauritania: Abbaye"
582,BGI,"Barbados/Bridgetown, Barbados: Grantley Adams International"
583,BGL,"Baglung, Nepal: Baglung Airport"
584,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field"
585,BGN,"Bruggen, Germany: Bruggen Airport"
586,BGO,"Bergen, Norway: Flesland"
587,BGQ,"Big Lake, AK: Big Lake Airport"
588,BGR,"Bangor, ME: Bangor International"
589,BGS,"Big Spring, TX: Big Spring McMahon-Wrinkle"
590,BGT,"Bagdad, AZ: Bagdad Airport"
591,BGU,"Bangassou, Central African Republic: Bangassou Airport"
592,BGW,"Baghdad, Iraq: Al Muthana"
593,BGX,"Bage, Brazil: Comandante Gustavo Kraemer"
594,BGY,"Bergamo, Italy: Bergamo Orio Al Serio"
595,BH1,"Shaikh Isa, Bahrain: Isa AB"
596,BHB,"Bar Harbor, ME: Hancock County-Bar Harbor"
597,BHC,"Bullhead City, AZ: Laughlin Bullhead International"
598,BHD,"Belfast, United Kingdom: Belfast City"
599,BHE,"Blenheim, New Zealand: Woodbourne"
600,BHG,"Brus Laguna, Honduras: Araslaya"
601,BHH,"Bisha, Saudi Arabia: Bisha Airport"
602,BHI,"Bahia Blanca, Argentina: Comandante Espora"
603,BHJ,"Bhuj, India: Bhuj Airport"
604,BHK,"Bukhara, Uzbekistan: Bukhara Airport"
605,BHL,"Bahia de Los Angeles, Mexico: Bahia de Los Angeles North"
606,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International"
607,BHN,"Beihan, Yemen: Beihan Airport"
608,BHO,"Bhopal, India: Raja Bhoj"
609,BHQ,"Broken Hill, Australia: Broken Hill Airport"
610,BHR,"Bharatpur, Nepal: Bharatpur Airport"
611,BHS,"Bathurst, Australia: Bathurst Airport"
612,BHT,"Brighton Downs, Australia: Brighton Downs Airport"
613,BHU,"Bhavnagar, India: Bhavnagar Airport"
614,BHV,"Bahawalpur, Pakistan: Bahawalpur International"
615,BHX,"Birmingham, United Kingdom: Birmingham Airport"
616,BHY,"Beihai, China: Beihai Airport"
617,BHZ,"Belo Horizonte, Brazil: Belo Horizonte Metropolitan Area"
618,BIA,"Bastia, France: Bastia Poretta"
619,BIC,"Big Creek, AK: Big Creek Airport"
620,BID,"Block Island, RI: Block Island State"
621,BIE,"Beatrice, NE: Beatrice Municipal"
622,BIF,"El Paso, TX: Biggs AAF"
623,BIG,"Big Delta, AK: Allen AAF"
624,BIH,"Bishop, CA: Eastern Sierra Regional"
625,BII,"Bikini Atoll, Marshall Islands: Bikini Atoll Airport"
626,BIK,"Biak, Indonesia: Manuhua"
627,BIL,"Billings, MT: Billings Logan International"
628,BIM,"Bimini, The Bahamas: Bimini International"
629,BIN,"Bamyan, Afghanistan: Bamyan Airport"
630,BIO,"Bilbao, Spain: Bilbao Airport"
631,BIP,"Bulimba, Australia: Bulimba Airport"
632,BIQ,"Biarritz, France: Biarritz Bayonne Anglet"
633,BIR,"Biratnagar, Nepal: Biratnagar Airport"
634,BIS,"Bismarck/Mandan, ND: Bismarck Municipal"
635,BIV,"Bria, Central African Republic: Bria Airport"
636,BIX,"Biloxi, MS: Keesler AFB"
637,BJC,"Broomfield, CO: Rocky Mountain Metropolitan"
638,BJI,"Bemidji, MN: Bemidji Regional"
639,BJJ,"Wooster, OH: Wayne County"
640,BJL,"Banjul, The Gambia: Banjul International"
641,BJM,"Bujumbura, Burundi: Bujumbura International"
642,BJR,"Bahir Dar, Ethiopia: Bahir Dar Airport"
643,BJU,"Bajura, Nepal: Bajura Airport"
644,BJV,"Bodrum, Turkey: Imsik"
645,BJX,"Leon/Guanajuato, Mexico: Guanajuato International"
646,BJZ,"Badajoz, Spain: Talavera La Real"
647,BKC,"Buckland, AK: Buckland Airport"
648,BKE,"Baker, OR: Baker City Municipal"
649,BKF,"Brooks Lake, AK: Brooks Lake Airport"
650,BKG,"Branson, MO: Branson Airport"
651,BKH,"Kekaha, Kauai, HI: Barking Sands PMRF"
652,BKI,"Kota Kinabalu, Malaysia: Kota Kinabalu International"
653,BKK,"Bangkok, Thailand: Suvarnabhumi International"
654,BKL,"Cleveland, OH: Burke Lakefront"
655,BKM,"Bakelalan, Malaysia: Bakelalan Airport"
656,BKO,"Bamako, Mali: Senou"
657,BKQ,"Blackall, Australia: Blackall Airport"
658,BKS,"Bengkulu, Indonesia: Fatmawati Soekarno"
659,BKU,"Betioky, Madagascar: Betioky Airport"
660,BKW,"Beckley, WV: Raleigh County Memorial"
661,BKX,"Brookings, SD: Brookings Regional"
662,BKY,"Bukavu, Congo (Kinshasa): Bukavu Kavumu"
663,BKZ,"Bukoba, Tanzania: Bukoba Airport"
664,BLA,"Barcelona, Venezuela: General Jose Antonio Anzoategui International"
665,BLB,"Balboa, Panama: Albrook AFB"
666,BLC,"Bali, Cameroon: Bali Airport"
667,BLD,"Boulder City, NV: Boulder City Municipal"
668,BLE,"Borlange, Sweden: Borlange Airport"
669,BLF,"Princeton/Bluefield, WV: Mercer County"
670,BLG,"Belaga, Malaysia: Belaga Airport"
671,BLH,"Blythe, CA: Blythe Airport"
672,BLI,"Bellingham, WA: Bellingham International"
673,BLJ,"Batna, Algeria: Mostepha Ben Boulaid"
674,BLK,"Blackpool, United Kingdom: Blackpool Airport"
675,BLL,"Billund, Denmark: Billund Airport"
676,BLM,"Belmar/Farmingdale, NJ: Monmouth Executive"
677,BLO,"Blonduos, Iceland: Blonduos Airport"
678,BLP,"Bellavista, Peru: Bellavista 1"
679,BLQ,"Bologna, Italy: Bologna Airport"
680,BLR,"Bangalore, India: Bangalore International"
681,BLT,"Blackwater, Australia: Blackwater Airport"
682,BLV,"Belleville, IL: Scott AFB/MidAmerica"
683,BLZ,"Blantyre, Malawi: Chileka International"
684,BMA,"Stockholm, Sweden: Bromma"
685,BMB,"Bumba, Congo (Kinshasa): Bumba Airport"
686,BMC,"Brigham City, UT: Brigham City Airport"
687,BMD,"Belo, Madagascar: Belo Sur Tsiribihina"
688,BME,"Broome, Australia: Broome International"
689,BMG,"Bloomington, IN: Monroe County"
690,BMH,"Bomai, Papua New Guinea: Bomai Airport"
691,BMI,"Bloomington/Normal, IL: Central Illinois Regional"
692,BMJ,"Baramita, Guyana: Baramita Airport"
693,BML,"Berlin, NH: Berlin Regional"
694,BMM,"Bitam, Gabon: Bitam Airport"
695,BMO,"Bhamo, Burma: Banmaw"
696,BMP,"Brampton Island, Australia: Brampton Island Airport"
697,BMW,"Bordj Badji Mokhtar, Algeria: Bordj Mokhtar"
698,BMX,"Big Mountain, AK: Big Mountain AFS"
699,BNA,"Nashville, TN: Nashville International"
700,BNB,"Boende, Congo (Kinshasa): Boende Airport"
701,BND,"Bandar Abbas, Iran: Bandar Abbas International"
702,BNE,"Brisbane, Australia: Brisbane International"
703,BNF,"Baranof, AK: Warm Spring Bay Seaplane Base"
704,BNG,"Banning, CA: Banning Municipal"
705,BNI,"Benin City, Nigeria: Benin City Airport"
706,BNK,"Ballina, Australia: Ballina Byron Gateway"
707,BNL,"Barnwell, SC: Barnwell Regional"
708,BNN,"Bronnoysund, Norway: Bronnoy"
709,BNO,"Burns, OR: Burns Municipal"
710,BNS,"Barinas, Venezuela: Barinas Airport"
711,BNX,"Banja Luka, Bosnia and Herzegovina: Banja Luka Airport"
712,BNZ,"Banz, Papua New Guinea: Banz Airport"
713,BOA,"Boma, Congo (Kinshasa): Boma Airport"
714,BOB,"Bora Bora, French Polynesia: Bora Bora Motu Mute"
715,BOC,"Bocas del Toro, Panama: Bocas del Toro International"
716,BOD,"Bordeaux, France: Bordeaux Merignac"
717,BOG,"Bogota, Colombia: El Dorado International"
718,BOH,"Bournemouth, United Kingdom: Bournemouth Airport"
719,BOI,"Boise, ID: Boise Air Terminal"
720,BOJ,"Burgas, Bulgaria: Burgas Airport"
721,BOK,"Brookings, OR: Brookings Airport"
722,BOM,"Mumbai, India: Chhatrapati Shivaji International"
723,BON,"Bonaire, Bonaire, Sint Eustatius, and Saba: Flamingo"
724,BOO,"Bodo, Norway: Bodo Airport"
725,BOQ,"Boku, Papua New Guinea: Boku Airport"
726,BOR,"Belfort, France: Fontaine"
727,BOS,"Boston, MA: Logan International"
728,BOW,"Bartow, FL: Bartow Municipal"
729,BOX,"Borroloola, Australia: Borroloola Airport"
730,BOY,"Bobo Dioulasso, Burkina Faso: Bobo Dioulasso Airport"
731,BPH,"Bislig, Philippines: Bislig Airport"
732,BPI,"Big Piney, WY: Miley Memorial Field"
733,BPN,"Balikpapan, Indonesia: Sepinggan"
734,BPS,"Porto Seguro, Brazil: Porto Seguro Airport"
735,BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional"
736,BQA,"Baler, Philippines: Baler Airport"
737,BQH,"London, United Kingdom: Biggin Hill"
738,BQK,"Brunswick, GA: Brunswick Golden Isles"
739,BQN,"Aguadilla, PR: Rafael Hernandez"
740,BQS,"Blagoveschensk, Russia: Ignatyevo"
741,BQU,"Bequia, Saint Vincent and the Grenadines: J. F. Mitchell"
742,BQV,"Bartlett Cove, AK: Bartlett Cove Seaplane Base"
743,BR1,"Parana, Brazil: Pato Branco"
744,BRA,"Barreiras, Brazil: Barreiras Airport"
745,BRC,"San Carlos de Bariloche, Argentina: San Carlos de Bariloche Airport"
746,BRD,"Brainerd, MN: Brainerd Lakes Regional"
747,BRE,"Bremen, Germany: Bremen Airport"
748,BRG,"Whitesburg, KY: Whitesburg Municipal"
749,BRI,"Bari, Italy: Bari Airport"
750,BRK,"Bourke, Australia: Bourke Airport"
751,BRL,"Burlington, IA: Southeast Iowa Regional"
752,BRM,"Barquisimeto, Venezuela: Barquisimeto International"
753,BRN,"Berne, Switzerland: Bern/Belp"
754,BRO,"Brownsville, TX: Brownsville South Padre Island International"
755,BRQ,"Brno, Czech Republic: Turany"
756,BRR,"Barra, United Kingdom: Barra Airport"
757,BRS,"Bristol, United Kingdom: Bristol Airport"
758,BRT,"Bathurst Island, Australia: Bathurst Island Airport"
759,BRU,"Brussels, Belgium: Brussels National"
760,BRV,"Bremerhaven, Germany: Bremerhaven Airport"
761,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial"
762,BRX,"Barahona, Dominican Republic: Barahona Habanero"
763,BRY,"Bardstown, KY: Samuels Field"
764,BSA,"Bosaso, Somalia: Bosaso Airport"
765,BSB,"Brasilia, Brazil: Presidente Juscelino Kubitschek International"
766,BSD,"Baoshan, China: Baoshan Airport"
767,BSG,"Bata, Equatorial Guinea: Bata Airport"
768,BSK,"Biskra, Algeria: Mohamed Khider"
769,BSL,"Mulhouse, France: EuroAirport"
770,BSM,"Austin, TX: Austin - Bergstrom International"
771,BSO,"Basco, Philippines: Basco Airport"
772,BSQ,"Bisbee, AZ: Bisbee Municipal"
773,BSR,"Basra, Iraq: Basrah International"
774,BSS,"Balsas, Brazil: Balsas Airport"
775,BSU,"Basankusu, Congo (Kinshasa): Basankusu Airport"
776,BSW,"Boswell Bay, AK: Boswell Bay Airport"
777,BSZ,"Bartletts, AK: Bartletts Airport"
778,BTA,"Bertoua, Cameroon: Bertoua Airport"
779,BTC,"Batticaloa, Sri Lanka: Batticaloa Airport"
780,BTE,"Bonthe, Sierra Leone: Bonthe Airport"
781,BTH,"Batu Besar, Indonesia: Batu Besar Airport"
782,BTI,"Barter Island, AK: Barter Island LRRS"
783,BTJ,"Banda Aceh, Indonesia: Sultan Iskandar Muda"
784,BTK,"Bratsk, Russia: Bratsk Airport"
785,BTL,"Battle Creek, MI: W K Kellogg"
786,BTM,"Butte, MT: Bert Mooney"
787,BTP,"Butler, PA: Butler County/K. W. Scholter Field"
788,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field"
789,BTS,"Bratislava, Slovakia: M. R. Stefanik International"
790,BTT,"Bettles, AK: Bettles Airport"
791,BTU,"Bintulu, Malaysia: Bintulu Airport"
792,BTV,"Burlington, VT: Burlington International"
793,BTY,"Beatty, NV: Beatty Airport"
794,BTZ,"Bursa, Turkey: Bursa Airport"
795,BUA,"Buka Islands, Papua New Guinea: Buka"
796,BUC,"Burketown, Australia: Burketown Airport"
797,BUD,"Budapest, Hungary: Budapest Liszt Ferenc International"
798,BUE,"Buenos Aires, Argentina: Buenos Aires Metropolitan Area"
799,BUF,"Buffalo, NY: Buffalo Niagara International"
800,BUG,"Benguela, Angola: 17 de Setembro"
801,BUH,"Bucharest, Romania: Bucharest Metropolitan Area"
802,BUL,"Bulolo, Papua New Guinea: Bulolo Airport"
803,BUM,"Butler, MO: Butler Memorial"
804,BUN,"Buenaventura, Colombia: Gerardo Tobar Lopez"
805,BUO,"Burao, Somalia: Burao Airport"
806,BUQ,"Bulawayo, Zimbabwe: J. M. Nkomo International"
807,BUR,"Burbank, CA: Bob Hope"
808,BUS,"Batumi, Georgia: Batumi Airport"
809,BUU,"Buyo, Cote d''Ivoire: Buyo Airport"
810,BUV,"Bella Union, Uruguay: Bella Union Airport"
811,BUX,"Bunia, Congo (Kinshasa): Bunia Airport"
812,BUY,"Bunbury, Australia: Bunbury Airport"
813,BUZ,"Bushehr, Iran: Bushehr Airport"
814,BVA,"Beauvais, France: Beauvais Tille"
815,BVB,"Boa Vista, Brazil: Atlas Brasil Cantanhede"
816,BVD,"Beaver Inlet, AK: Beaver Inlet Seaport"
817,BVI,"Birdsville, Australia: Birdsville Airport"
818,BVO,"Bartlesville, OK: Bartlesville Municipal"
819,BVR,"St. James, MI: Beaver Island"
820,BVU,"Beluga, AK: Beluga Airport"
821,BVX,"Batesville, AR: Batesville Regional"
822,BVY,"Beverly, MA: Beverly Municipal"
823,BW1,"Tebepahwa, Botswana: Thebephatshwa"
824,BWA,"Bhairawa, Nepal: Gautam Buddha"
825,BWD,"Brownwood, TX: Brownwood Regional"
826,BWE,"Braunschweig, Germany: Braunschweig/Wolfsburg"
827,BWG,"Bowling Green, KY: Bowling Green-Warren County Regional"
828,BWH,"Butterworth, Malaysia: Butterworth Airport"
829,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
830,BWJ,"Bawan, Papua New Guinea: Bawan Airport"
831,BWM,"Bowman, ND: Bowman Municipal"
832,BWN,"Bandar Seri Begawan, Brunei: Brunei International"
833,BWS,"Blaine, WA: Blaine Municipal"
834,BWT,"Burnie, Australia: Wynyard"
835,BWY,"Woodbridge, United Kingdom: RAF Bentwaters"
836,BXC,"Boxborough, MA: Sheraton Inn Heliport"
837,BXD,"Bade, Indonesia: Bade Airport"
838,BXE,"Bakel, Senegal: Bakel Airport"
839,BXO,"Bissau, Guinea-Bissau: Bissau Airport"
840,BXS,"Borrego Springs, CA: Borrego Valley"
841,BXU,"Butuan, Philippines: Bancasi"
842,BYA,"Boundary, AK: Boundary Airport"
843,BYC,"Yacuiba, Bolivia: Yacuiba Airport"
844,BYF,"Albert, France: Albert Bray"
845,BYG,"Buffalo, WY: Johnson County"
846,BYH,"Blytheville, AR: Arkansas International"
847,BYI,"Burley/Rupert, ID: Burley Municipal"
848,BYK,"Bouake, Cote d''Ivoire: Bouake Airport"
849,BYN,"Bayankhongor, Mongolia: Bayankhongor Airport"
850,BYT,"Bantry, Ireland: Bantry Airport"
851,BYU,"Bayreuth, Germany: Bayreuth Airport"
852,BYW,"Blakely Island, WA: Blakely Island Airport"
853,BZA,"Bonanza, Nicaragua: Bonanza Airport"
854,BZE,"Belize City, Belize: Philip S. W. Goldson International"
855,BZG,"Bydgoszcz, Poland: Szwederowo"
856,BZI,"Balikesir, Turkey: Balikesir Airport"
857,BZN,"Bozeman, MT: Bozeman Yellowstone International"
858,BZO,"Bolzano, Italy: Bolzano Airport"
859,BZR,"Beziers, France: Beziers Vias"
860,BZS,"Washington, DC: Buzzards Point Seaplane Base"
861,BZT,"Brazoria, TX: Eagle Air Park"
862,BZV,"Brazzaville, Congo (Brazaville): Maya Maya"
863,BZZ,"Brize Norton, United Kingdom: Brize Norton Airport"
864,C01,"Camarillo, CA: Camarillo Airport"
865,C02,"Bakersfield, CA: Bakersfield Municipal"
866,CA1,"Koala Mine, Canada: Koala Mine Airport"
867,CA2,"Lake Simcoe, Canada: Lake Simcoe Airport"
868,CA3,"Thetford Mines, Canada: Thetford Mines Airport"
869,CA4,"Pelee Island, Canada: Pelee Island Airport"
870,CA5,"Calgary, Canada: Calgary Springbank"
871,CA6,"Chemehuevi Valley, CA: Chemehuevi Valley Airport"
872,CAB,"Cabinda, Angola: Cabinda Airport"
873,CAC,"Cascavel, Brazil: Cascavel Airport"
874,CAD,"Cadillac, MI: Wexford County"
875,CAE,"Columbia, SC: Columbia Metropolitan"
876,CAF,"Carauari, Brazil: Carauari Airport"
877,CAG,"Cagliari, Italy: Elmas"
878,CAH,"Ca Mau, Vietnam: Ca Mau Airport"
879,CAI,"Cairo, Egypt: Cairo International"
880,CAJ,"Canaima, Venezuela: Canaima Airport"
881,CAK,"Akron, OH: Akron-Canton Regional"
882,CAL,"Campbeltown, United Kingdom: Campbeltown Airport"
883,CAM,"Camiri, Bolivia: Choreti"
884,CAN,"Guangzhou, China: Baiyun International"
885,CAP,"Cap-Haitien, Haiti: Cap-Haitien International"
886,CAR,"Caribou, ME: Caribou Municipal"
887,CAS,"Casablanca, Morocco: Anfa"
888,CAT,"New Bight, The Bahamas: New Bight Airport"
889,CAW,"Campos, Brazil: Bartolomeu Lisandro"
890,CAX,"Carlisle, United Kingdom: Carlisle Airport"
891,CAY,"Cayenne, French Guiana: Cayenne Felix Eboue"
892,CAZ,"Cobar, Australia: Cobar Airport"
893,CBA,"Corner Bay, AK: Corner Bay Airport"
894,CBB,"Cochabamba, Bolivia: Jorge Wilstermann"
895,CBE,"Cumberland, MD: Greater Cumberland Regional"
896,CBF,"Council Bluffs, IA: Council Bluffs Municipal"
897,CBG,"Cambridge, United Kingdom: Cambridge Airport"
898,CBH,"Colomb-Bechar, Algeria: Bechar/Leger"
899,CBK,"Colby, KS: Murray"
900,CBL,"Ciudad Bolivar, Venezuela: Ciudad Bolivar Airport"
901,CBM,"Columbus, MS: Columbus AFB"
902,CBO,"Cotabato, Philippines: Cotabato Airport"
903,CBQ,"Calabar, Nigeria: Calabar Airport"
904,CBR,"Canberra, Australia: Canberra Airport"
905,CBV,"Coban, Guatemala: Coban Airport"
906,CBY,"Canobie, Australia: Canobie Airport"
907,CCC,"Cayo Coco, Cuba: Jardines del Rey"
908,CCE,"Grand Case, Saint Martin: Grand Case Airport"
909,CCF,"Carcassonne, France: Carcassonne Salvaza"
910,CCH,"Chile Chico, Chile: Chile Chico Airport"
911,CCI,"Concordia, Brazil: Concordia Airport"
912,CCJ,"Calicut, India: Calicut Airport"
913,CCK,"West Island, Cocos (Keeling) Islands: Cocos Keeling Island"
914,CCM,"Crisciuma, Brazil: Criciuma"
915,CCN,"Chakhcharan, Afghanistan: Chakhcharan Airport"
916,CCP,"Concepcion, Chile: Carriel Sur International"
917,CCR,"Concord, CA: Buchanan Field"
918,CCS,"Caracas, Venezuela: Simon Bolivar International"
919,CCU,"Kolkata, India: Netaji Subhash Chandra Bose International"
920,CCX,"Caceres, Brazil: Caceres Airport"
921,CCY,"Charles City, IA: Northeast Iowa Regional"
922,CCZ,"Chub Cay, The Bahamas: Chub Cay Airport"
923,CDB,"Cold Bay, AK: Cold Bay Airport"
924,CDC,"Cedar City, UT: Cedar City Regional"
925,CDF,"Cortina d''Ampezzo, Italy: Cortina d''Ampezzo Airport"
926,CDG,"Paris, France: Paris Charles de Gaulle"
927,CDH,"Camden, AR: Harrell Field"
928,CDJ,"Conceicao Do Araguaia, Brazil: Conceicao Do Araguaia Airport"
929,CDL,"Candle, AK: Candle 2"
930,CDN,"Camden, SC: Woodward Field"
931,CDR,"Chadron, NE: Chadron Municipal"
932,CDV,"Cordova, AK: Merle K Mudhole Smith"
933,CDW,"Caldwell, NJ: Essex County"
934,CEA,"Wichita, KS: Cessna Aircraft Field"
935,CEB,"Lapu-Lapu City, Philippines: Mactan-Cebu International"
936,CEC,"Crescent City, CA: Jack McNamara Field"
937,CED,"Ceduna, Australia: Ceduna Airport"
